Mod:Item:MetaData, Localized Name
chisel:marble:4, Мрамор
chisel:marble:5, Мрамор
chisel:marble:6, Мрамор
chisel:marble:7, Мрамор
chisel:marble:8, Мрамор
chisel:marble:9, Мрамор
chisel:marble:10, Мрамор
chisel:marble:11, Мрамор
chisel:marble:12, Мрамор
chisel:marble:13, Мрамор
chisel:marble:14, Мрамор
chisel:marble:15, Мрамор
chisel:marble_slab:0, Мраморная плита
chisel:marble_slab:1, Мраморная плита
chisel:marble_slab:2, Мраморная плита
chisel:marble_slab:3, Мраморная плита
chisel:marble_slab:4, Мраморная плита
chisel:marble_slab:5, Мраморная плита
chisel:marble_slab:6, Мраморная плита
chisel:marble_slab:7, Мраморная плита
chisel:marble_slab:8, Мраморная плита
chisel:marble_slab:9, Мраморная плита
chisel:marble_slab:10, Мраморная плита
chisel:marble_slab:11, Мраморная плита
chisel:marble_slab:12, Мраморная плита
chisel:marble_slab:13, Мраморная плита
chisel:marble_slab:14, Мраморная плита
chisel:marble_slab:15, Мраморная плита
chisel:marble_stairs.0:0, Мраморные ступеньки
chisel:marble_stairs.0:8, Мраморные ступеньки
chisel:marble_stairs.1:0, Мраморные ступеньки
chisel:marble_stairs.1:8, Мраморные ступеньки
chisel:marble_stairs.2:0, Мраморные ступеньки
chisel:marble_stairs.2:8, Мраморные ступеньки
chisel:marble_stairs.3:0, Мраморные ступеньки
chisel:marble_stairs.3:8, Мраморные ступеньки
chisel:marble_stairs.4:0, Мраморные ступеньки
chisel:marble_stairs.4:8, Мраморные ступеньки
chisel:marble_stairs.5:0, Мраморные ступеньки
chisel:marble_stairs.5:8, Мраморные ступеньки
chisel:marble_stairs.6:0, Мраморные ступеньки
chisel:marble_stairs.6:8, Мраморные ступеньки
chisel:marble_stairs.7:0, Мраморные ступеньки
chisel:marble_stairs.7:8, Мраморные ступеньки
chisel:marble_pillar:0, Мраморная колонна
chisel:marble_pillar:1, Мраморная колонна
chisel:marble_pillar:2, Мраморная колонна
chisel:marble_pillar:3, Мраморная колонна
chisel:marble_pillar:4, Мраморная колонна
chisel:marble_pillar:5, Мраморная колонна
chisel:marble_pillar:6, Мраморная колонна
chisel:marble_pillar:7, Мраморная колонна
chisel:marble_pillar:8, Мраморная колонна
chisel:marble_pillar:9, Мраморная колонна
chisel:marble_pillar:10, Мраморная колонна
chisel:marble_pillar:11, Мраморная колонна
chisel:marble_pillar:12, Мраморная колонна
chisel:marble_pillar:13, Мраморная колонна
chisel:marble_pillar:14, Мраморная колонна
chisel:marble_pillar:15, Мраморная колонна
chisel:marble_pillar_slab:0, Плита из мраморной колонны
chisel:marble_pillar_slab:1, Плита из мраморной колонны
chisel:marble_pillar_slab:2, Плита из мраморной колонны
chisel:marble_pillar_slab:3, Плита из мраморной колонны
chisel:marble_pillar_slab:4, Плита из мраморной колонны
chisel:marble_pillar_slab:5, Плита из мраморной колонны
chisel:marble_pillar_slab:6, Плита из мраморной колонны
chisel:marble_pillar_slab:7, Плита из мраморной колонны
chisel:marble_pillar_slab:8, Плита из мраморной колонны
chisel:marble_pillar_slab:9, Плита из мраморной колонны
chisel:marble_pillar_slab:10, Плита из мраморной колонны
chisel:marble_pillar_slab:11, Плита из мраморной колонны
chisel:marble_pillar_slab:12, Плита из мраморной колонны
chisel:marble_pillar_slab:13, Плита из мраморной колонны
chisel:marble_pillar_slab:14, Плита из мраморной колонны
chisel:marble_pillar_slab:15, Плита из мраморной колонны
chisel:nation:0, Империалистический блок
chisel:nation:1, Империалистический блок
chisel:nation:2, Империалистический блок
chisel:nation:3, Империалистический блок
chisel:nation:4, Империалистический блок
chisel:rebel:0, Повстанческий блок
chisel:rebel:1, Повстанческий блок
chisel:rebel:2, Повстанческий блок
chisel:rebel:3, Повстанческий блок
chisel:rebel:4, Повстанческий блок
chisel:nether_brick:1, Кирпич Нижнего мира
chisel:nether_brick:2, Кирпич Нижнего мира
chisel:nether_brick:3, Кирпич Нижнего мира
chisel:nether_brick:4, Кирпич Нижнего мира
chisel:nether_brick:5, Кирпич Нижнего мира
chisel:nether_brick:6, Кирпич Нижнего мира
chisel:nether_brick:7, Кирпич Нижнего мира
chisel:nether_brick:8, Кирпич Нижнего мира
chisel:nether_brick:9, Кирпич Нижнего мира
chisel:nether_brick:10, Кирпич Нижнего мира
chisel:nether_brick:11, Кирпич Нижнего мира
chisel:nether_brick:12, Кирпич Нижнего мира
chisel:nether_brick:13, Кирпич Нижнего мира
chisel:nether_brick:14, Кирпич Нижнего мира
chisel:nether_brick:15, Кирпич Нижнего мира
chisel:netherrack:1, Камень Нижнего мира
chisel:netherrack:2, Камень Нижнего мира
chisel:netherrack:3, Камень Нижнего мира
chisel:netherrack:4, Камень Нижнего мира
chisel:netherrack:5, Камень Нижнего мира
chisel:netherrack:6, Камень Нижнего мира
chisel:netherrack:7, Камень Нижнего мира
chisel:netherrack:8, Камень Нижнего мира
chisel:netherrack:9, Камень Нижнего мира
chisel:netherrack:10, Камень Нижнего мира
chisel:netherrack:11, Камень Нижнего мира
chisel:netherrack:12, Камень Нижнего мира
chisel:netherrack:13, Камень Нижнего мира
chisel:netherrack:14, Камень Нижнего мира
chisel:obsidian:1, Обсидиан
chisel:obsidian:2, Обсидиан
chisel:obsidian:3, Обсидиан
chisel:obsidian:4, Обсидиан
chisel:obsidian:5, Обсидиан
chisel:obsidian:6, Обсидиан
chisel:obsidian:7, Обсидиан
chisel:obsidian:8, Обсидиан
chisel:obsidian:9, Обсидиан
chisel:obsidian:10, Обсидиан
chisel:obsidian:11, Обсидиан
chisel:obsidian:12, Обсидиан
chisel:obsidian:13, Обсидиан
chisel:obsidian:14, Обсидиан
chisel:obsidian:15, Обсидиан
chisel:packedice:1, Плотный лёд
chisel:packedice:2, Плотный лёд
chisel:packedice:3, Плотный лёд
chisel:packedice:4, Плотный лёд
chisel:packedice:5, Плотный лёд
chisel:packedice:6, Плотный лёд
chisel:packedice:7, Плотный лёд
chisel:packedice:8, Плотный лёд
chisel:packedice:9, Плотный лёд
chisel:packedice:10, Плотный лёд
chisel:packedice:11, Плотный лёд
chisel:packedice:12, Плотный лёд
chisel:packedice:13, Плотный лёд
chisel:packedice:14, Плотный лёд
chisel:packedice:15, Плотный лёд
chisel:packedice_pillar:0, Колонна из плотного льда
chisel:packedice_pillar:1, Колонна из плотного льда
chisel:packedice_pillar:2, Колонна из плотного льда
chisel:packedice_pillar:3, Колонна из плотного льда
chisel:packedice_pillar:4, Колонна из плотного льда
chisel:packedice_pillar:5, Колонна из плотного льда
chisel:packedice_pillar:6, Колонна из плотного льда
chisel:packedice_stairs.0:0, Ступеньки из плотного льда
chisel:packedice_stairs.0:8, Ступеньки из плотного льда
chisel:packedice_stairs.1:0, Ступеньки из плотного льда
chisel:packedice_stairs.1:8, Ступеньки из плотного льда
chisel:packedice_stairs.2:0, Ступеньки из плотного льда
chisel:packedice_stairs.2:8, Ступеньки из плотного льда
chisel:packedice_stairs.3:0, Ступеньки из плотного льда
chisel:packedice_stairs.3:8, Ступеньки из плотного льда
chisel:packedice_stairs.4:0, Ступеньки из плотного льда
chisel:packedice_stairs.4:8, Ступеньки из плотного льда
